fps,sensitivity,thresholds
0.027777777777777776,0.0,0.9410124
0.027777777777777776,0.007692307692307693,0.9359366
0.027777777777777776,0.015384615384615385,0.93356615
0.05555555555555555,0.015384615384615385,0.9330678
0.08333333333333333,0.015384615384615385,0.93179435
0.1111111111111111,0.015384615384615385,0.92996913
0.1111111111111111,0.023076923076923078,0.9293211
0.1388888888888889,0.023076923076923078,0.92929935
0.1388888888888889,0.03076923076923077,0.92890114
0.1388888888888889,0.038461538461538464,0.92888767
0.1388888888888889,0.046153846153846156,0.92873424
0.16666666666666666,0.046153846153846156,0.9285875
0.19444444444444445,0.046153846153846156,0.92856807
0.19444444444444445,0.05384615384615385,0.9282629
0.2222222222222222,0.05384615384615385,0.9280191
0.25,0.05384615384615385,0.927638
0.25,0.06153846153846154,0.9275989
0.25,0.06923076923076923,0.9273325
0.2777777777777778,0.06923076923076923,0.9272082
0.3055555555555556,0.06923076923076923,0.92692435
0.3055555555555556,0.07692307692307693,0.9269176
0.3055555555555556,0.08461538461538462,0.926769
0.3055555555555556,0.09230769230769231,0.9265124
0.3333333333333333,0.09230769230769231,0.92646605
0.3611111111111111,0.09230769230769231,0.92639506
0.3888888888888889,0.09230769230769231,0.92601216
0.4166666666666667,0.09230769230769231,0.92596656
0.4444444444444444,0.09230769230769231,0.92596394
0.4722222222222222,0.09230769230769231,0.9258278
0.5,0.09230769230769231,0.9257925
0.5,0.1,0.9257802
0.5277777777777778,0.1,0.92552245
0.5555555555555556,0.1,0.92543566
0.5555555555555556,0.1076923076923077,0.92543477
0.5833333333333334,0.1076923076923077,0.92526114
0.5833333333333334,0.11538461538461539,0.92523336
0.6111111111111112,0.11538461538461539,0.9252186
0.6388888888888888,0.11538461538461539,0.9251164
0.6666666666666666,0.11538461538461539,0.92511266
0.6666666666666666,0.12307692307692308,0.9249515
0.6944444444444444,0.12307692307692308,0.92494977
0.7222222222222222,0.12307692307692308,0.9249261
0.75,0.12307692307692308,0.92474693
0.7777777777777778,0.12307692307692308,0.92471176
0.8055555555555556,0.12307692307692308,0.9244232
0.8055555555555556,0.13076923076923078,0.9243458
0.8055555555555556,0.13846153846153847,0.9238855
0.8333333333333334,0.13846153846153847,0.92384565
0.8611111111111112,0.13846153846153847,0.9237213
0.8888888888888888,0.13846153846153847,0.92351985
0.9166666666666666,0.13846153846153847,0.9234936
0.9444444444444444,0.13846153846153847,0.92343557
0.9722222222222222,0.13846153846153847,0.9233927
1.0,0.13846153846153847,0.9233414
1.0277777777777777,0.13846153846153847,0.9228578
1.0555555555555556,0.13846153846153847,0.9227901
1.0555555555555556,0.14615384615384616,0.9227595
1.0833333333333333,0.14615384615384616,0.9226575
1.1111111111111112,0.14615384615384616,0.9225473
1.1388888888888888,0.14615384615384616,0.9225406
1.1666666666666667,0.14615384615384616,0.9225239
1.1944444444444444,0.14615384615384616,0.92251813
1.2222222222222223,0.14615384615384616,0.92251056
1.25,0.14615384615384616,0.92250526
1.25,0.15384615384615385,0.9225007
1.2777777777777777,0.15384615384615385,0.9222216
1.3055555555555556,0.15384615384615385,0.92213625
1.3333333333333333,0.15384615384615385,0.9221009
1.3333333333333333,0.16153846153846155,0.92204815
1.3611111111111112,0.16153846153846155,0.92203873
1.3888888888888888,0.16153846153846155,0.92200804
1.4166666666666667,0.16153846153846155,0.92199546
1.4166666666666667,0.16923076923076924,0.9219211
1.4444444444444444,0.16923076923076924,0.9219077
1.4722222222222223,0.16923076923076924,0.9218776
1.5,0.16923076923076924,0.9218492
1.5277777777777777,0.16923076923076924,0.92168385
1.5555555555555556,0.16923076923076924,0.9216775
1.5833333333333333,0.16923076923076924,0.9216314
1.6111111111111112,0.16923076923076924,0.9216226
1.6388888888888888,0.16923076923076924,0.9215476
1.6666666666666667,0.16923076923076924,0.9215182
1.6666666666666667,0.17692307692307693,0.9213398
1.6944444444444444,0.17692307692307693,0.9213072
1.7222222222222223,0.17692307692307693,0.92128664
1.75,0.17692307692307693,0.92127854
1.75,0.18461538461538463,0.9212567
1.7777777777777777,0.18461538461538463,0.9212477
1.8055555555555556,0.18461538461538463,0.92106926
1.8055555555555556,0.19230769230769232,0.92103124
1.8333333333333333,0.19230769230769232,0.9210251
1.8611111111111112,0.19230769230769232,0.92101246
1.8888888888888888,0.19230769230769232,0.920991
1.9166666666666667,0.19230769230769232,0.9208228
1.9444444444444444,0.19230769230769232,0.92051136
1.9722222222222223,0.19230769230769232,0.92044723
2.0,0.19230769230769232,0.9204427
2.0277777777777777,0.19230769230769232,0.92040145
2.0277777777777777,0.2,0.920384
2.0555555555555554,0.2,0.92011243
2.0833333333333335,0.2,0.9201095
2.111111111111111,0.2,0.9200737
2.138888888888889,0.2,0.9200035
2.1666666666666665,0.2,0.9199393
2.1944444444444446,0.2,0.91986513
2.2222222222222223,0.2,0.91975623
2.25,0.2,0.9197299
2.2777777777777777,0.2,0.9196624
2.3055555555555554,0.2,0.91965467
2.3055555555555554,0.2076923076923077,0.91964376
2.3333333333333335,0.2076923076923077,0.91960657
2.3333333333333335,0.2153846153846154,0.91956776
2.361111111111111,0.2153846153846154,0.9195469
2.361111111111111,0.2230769230769231,0.9194423
2.388888888888889,0.2230769230769231,0.9193295
2.4166666666666665,0.2230769230769231,0.91931313
2.4444444444444446,0.2230769230769231,0.9192551
2.4444444444444446,0.23076923076923078,0.9192551
2.4722222222222223,0.23076923076923078,0.91923964
2.5,0.23076923076923078,0.91921884
2.5277777777777777,0.23076923076923078,0.91916686
2.5555555555555554,0.23076923076923078,0.91916
