fps,sensitivity,thresholds
0.0,0.008620689655172414,0.95357937
0.0,0.017241379310344827,0.95187575
0.0,0.02586206896551724,0.94607717
0.0,0.034482758620689655,0.940368
0.0,0.04310344827586207,0.9400077
0.0,0.05172413793103448,0.9399817
0.0,0.0603448275862069,0.9363204
0.03333333333333333,0.0603448275862069,0.93606526
0.06666666666666667,0.0603448275862069,0.9359478
0.06666666666666667,0.06896551724137931,0.93506724
0.06666666666666667,0.07758620689655173,0.9343943
0.06666666666666667,0.08620689655172414,0.9341555
0.06666666666666667,0.09482758620689655,0.9338295
0.1,0.09482758620689655,0.93270046
0.1,0.10344827586206896,0.93260723
0.13333333333333333,0.10344827586206896,0.9317234
0.16666666666666666,0.10344827586206896,0.9314929
0.16666666666666666,0.11206896551724138,0.9313449
0.2,0.11206896551724138,0.930159
0.23333333333333334,0.11206896551724138,0.929544
0.26666666666666666,0.11206896551724138,0.9294599
0.26666666666666666,0.1206896551724138,0.92890865
0.3,0.1206896551724138,0.92871964
0.3333333333333333,0.1206896551724138,0.9283228
0.3333333333333333,0.12931034482758622,0.92817456
0.36666666666666664,0.12931034482758622,0.9280279
0.36666666666666664,0.13793103448275862,0.92734396
0.4,0.13793103448275862,0.92645407
0.43333333333333335,0.13793103448275862,0.9260378
0.4666666666666667,0.13793103448275862,0.9257398
0.4666666666666667,0.14655172413793102,0.9253838
0.4666666666666667,0.15517241379310345,0.92470986
0.5,0.15517241379310345,0.9246222
0.5333333333333333,0.15517241379310345,0.9244831
0.5666666666666667,0.15517241379310345,0.9244831
0.6,0.15517241379310345,0.92420506
0.6333333333333333,0.15517241379310345,0.92420506
0.6666666666666666,0.15517241379310345,0.9242032
0.7,0.15517241379310345,0.9241017
0.7333333333333333,0.15517241379310345,0.92357904
0.7666666666666667,0.15517241379310345,0.9235708
0.8,0.15517241379310345,0.9231413
0.8333333333333334,0.15517241379310345,0.9226927
0.8666666666666667,0.15517241379310345,0.92268825
0.9,0.15517241379310345,0.9226449
0.9333333333333333,0.15517241379310345,0.9225693
0.9333333333333333,0.16379310344827586,0.9225362
0.9666666666666667,0.16379310344827586,0.92220974
1.0,0.16379310344827586,0.92205435
1.0333333333333334,0.16379310344827586,0.921975
1.0333333333333334,0.1724137931034483,0.92195576
1.0666666666666667,0.1724137931034483,0.92178476
1.1,0.1724137931034483,0.9217696
1.1333333333333333,0.1724137931034483,0.92172194
1.1666666666666667,0.1724137931034483,0.92130476
1.1666666666666667,0.1810344827586207,0.92122644
1.2,0.1810344827586207,0.92122644
1.2333333333333334,0.1810344827586207,0.9211801
1.2666666666666666,0.1810344827586207,0.92116183
1.3,0.1810344827586207,0.9207473
1.3,0.1896551724137931,0.9205579
1.3333333333333333,0.1896551724137931,0.9205247
1.3333333333333333,0.19827586206896552,0.92044145
1.3666666666666667,0.19827586206896552,0.92041296
1.4,0.19827586206896552,0.9203594
1.4333333333333333,0.19827586206896552,0.9202397
1.4666666666666666,0.19827586206896552,0.9201654
1.5,0.19827586206896552,0.9201654
1.5333333333333334,0.19827586206896552,0.92002344
1.5666666666666667,0.19827586206896552,0.9199543
1.5666666666666667,0.20689655172413793,0.9198535
1.6,0.20689655172413793,0.91978294
1.6333333333333333,0.20689655172413793,0.9196797
1.6666666666666667,0.20689655172413793,0.9196748
1.7,0.20689655172413793,0.91961074
1.7333333333333334,0.20689655172413793,0.9194591
1.7666666666666666,0.20689655172413793,0.9194591
1.8,0.20689655172413793,0.91945285
1.8,0.21551724137931033,0.9193984
1.8333333333333333,0.21551724137931033,0.9193851
1.8333333333333333,0.22413793103448276,0.9191012
1.8333333333333333,0.23275862068965517,0.9190484
1.8666666666666667,0.23275862068965517,0.9190484
1.9,0.23275862068965517,0.9190416
1.9333333333333333,0.23275862068965517,0.91897494
1.9666666666666666,0.23275862068965517,0.91896445
1.9666666666666666,0.2413793103448276,0.9188979
2.0,0.2413793103448276,0.9188605
2.033333333333333,0.2413793103448276,0.91873205
2.066666666666667,0.2413793103448276,0.9187091
2.1,0.2413793103448276,0.9186705
2.1,0.25,0.9186262
2.1333333333333333,0.25,0.9186111
2.1666666666666665,0.25,0.9186043
2.2,0.25,0.918594
2.2333333333333334,0.25,0.91855085
2.2666666666666666,0.25,0.918546
2.3,0.25,0.9183773
2.3,0.25862068965517243,0.91833746
2.3333333333333335,0.25862068965517243,0.91830873
2.3666666666666667,0.25862068965517243,0.91828424
2.4,0.25862068965517243,0.9182807
2.433333333333333,0.25862068965517243,0.91818935
2.466666666666667,0.25862068965517243,0.9181692
2.5,0.25862068965517243,0.9181225
2.533333333333333,0.25862068965517243,0.9181151
2.566666666666667,0.25862068965517243,0.91805947
2.6,0.25862068965517243,0.9180354
2.6333333333333333,0.25862068965517243,0.9180354
2.6333333333333333,0.2672413793103448,0.9180163
2.6666666666666665,0.2672413793103448,0.9179474
2.7,0.2672413793103448,0.9178637
2.7333333333333334,0.2672413793103448,0.91782653
2.7666666666666666,0.2672413793103448,0.91775227
2.7666666666666666,0.27586206896551724,0.91760606
2.8,0.27586206896551724,0.9175591
2.8333333333333335,0.27586206896551724,0.91753834
2.8666666666666667,0.27586206896551724,0.91740084
2.9,0.27586206896551724,0.9173958
2.933333333333333,0.27586206896551724,0.9173692
2.966666666666667,0.27586206896551724,0.9172866
3.0,0.27586206896551724,0.917205
3.033333333333333,0.27586206896551724,0.91719323
